327;J;468,355,
328;A;409,403,471,417,347,
329;Z;450,477,445,372,388,393,363,353,
330;V;411,438,
331;Q;432,365,363,381,477,430,379,
332;C;423,348,427,407,
333;K;404,467,345,
334;M;407,364,440,478,481,384,
335;U;345,
336;R;469,
337;C;368,
338;D;479,409,384,
339;S;403,358,412,347,349,
340;H;350,437,470,461,380,403,
341;E;498,473,392,420,458,359,409,
342;D;376,403,432,456,387,420,430,
343;A;350,488,464,476,
344;O;
345;P;352,424,366,483,389,414,456,362,
346;V;433,385,382,366,479,409,483,
347;A;375,459,449,371,382,
348;D;474,489,452,406,377,365,353,
349;P;384,383,
350;L;387,424,395,477,420,476,
351;N;418,368,404,442,380,433,397,425,
352;P;366,394,407,474,404,496,
353;U;361,366,461,453,455,409,367,
354;O;372,358,365,378,
355;A;387,
356;Z;357,407,495,456,447,405,381,462,369,
357;N;459,492,480,477,399,494,487,463,461,
358;W;405,412,446,
359;G;425,459,489,423,479,387,379,
360;L;418,
361;M;472,399,465,
362;I;368,
363;K;440,451,
364;R;469,
365;B;
366;Y;
367;M;376,463,404,380,431,405,
368;M;429,450,413,
369;S;436,430,426,492,450,496,
370;P;448,393,
371;Z;402,399,483,
372;S;488,384,470,408,379,387,396,409,436,
373;B;443,391,430,499,393,468,390,425,473,
374;L;
375;R;431,388,389,
376;T;441,470,401,391,485,418,419,
377;P;404,414,493,383,388,
378;J;379,473,447,409,443,
379;Z;444,389,381,468,
380;X;439,440,399,
381;I;388,439,435,454,452,433,
382;Z;415,413,484,
383;S;494,469,456,432,410,462,458,389,
384;F;399,466,405,
385;K;422,445,472,499,407,495,426,458,386,
386;E;421,428,427,453,431,
387;D;436,403,397,488,439,492,431,
388;T;423,396,
389;N;470,429,487,451,
390;R;450,
391;N;
392;L;460,486,455,488,
393;F;438,418,416,
394;T;485,
395;L;399,427,480,441,475,469,482,493,
396;P;413,478,442,448,449,444,
397;B;
398;E;414,438,435,412,
399;Y;498,436,454,449,456,
400;D;427,483,
401;S;436,439,494,424,455,403,
402;K;459,487,468,465,
403;R;471,424,458,
404;K;441,416,457,
405;J;476,421,435,467,496,420,460,459,437,
406;H;415,454,473,
407;F;471,472,499,445,455,436,422,475,
408;L;413,468,425,
409;P;494,
410;C;474,459,
411;L;495,486,448,472,462,457,496,490,412,
412;S;439,457,447,
413;J;416,461,443,
414;W;470,437,462,416,415,420,430,
415;V;
416;L;476,466,417,460,421,
417;E;479,450,480,489,471,445,421,
418;I;470,479,467,
419;L;487,486,438,
420;C;459,432,444,492,480,429,488,
421;B;442,444,487,481,477,469,447,446,456,
422;D;437,439,440,493,
423;Q;484,489,465,498,490,491,441,
424;B;432,490,442,487,474,452,498,463,
425;L;498,473,468,434,
426;X;484,456,447,444,461,
427;T;481,430,439,434,
428;L;491,438,498,433,429,462,447,
429;P;496,467,453,477,463,471,439,
430;A;444,492,493,433,450,448,
431;K;495,450,451,484,432,483,459,466,
432;X;442,497,477,
433;N;489,484,462,494,483,473,487,
434;G;463,446,455,449,
435;X;454,442,440,499,438,455,473,485,480,
436;U;449,453,492,482,460,
437;E;
438;A;492,468,451,484,463,450,458,454,
439;Y;496,494,
440;C;450,474,480,448,486,495,464,
441;F;483,489,
442;X;
443;E;449,460,470,
444;J;474,499,449,483,
445;R;465,460,491,472,456,474,464,
446;C;
447;H;472,
448;R;
449;V;468,487,454,479,
450;O;
451;O;493,480,489,478,483,484,458,
452;L;497,
453;O;462,467,455,456,
454;Z;492,466,494,483,461,472,490,
455;W;458,484,476,463,457,478,469,
456;R;463,493,468,484,486,
457;T;469,493,
458;H;473,480,463,492,464,471,
459;F;479,470,
460;V;
461;W;493,
462;J;469,493,477,495,475,465,
463;F;484,467,490,489,481,470,
464;P;489,469,
465;S;484,467,474,
466;U;
467;W;490,484,489,483,470,497,487,
468;H;494,497,478,481,
469;Z;472,479,483,484,
470;V;474,492,488,478,
471;T;473,488,481,495,
472;C;496,476,479,481,
473;X;498,490,493,486,476,479,499,
474;J;
475;A;494,483,497,484,498,486,
476;E;491,477,498,490,495,499,480,
477;V;489,480,
478;Y;497,495,492,482,498,
479;V;486,481,494,
480;G;498,497,495,482,499,494,
481;Y;482,489,490,485,484,496,483,
482;U;498,487,499,495,493,492,
483;B;496,491,495,
484;L;485,495,499,489,498,487,
485;Q;492,490,493,494,486,496,
486;W;489,490,487,495,496,
487;C;491,492,499,489,494,498,
488;R;491,
489;C;499,
490;C;495,497,499,494,492,493,
491;T;499,492,493,494,497,
492;E;493,
493;U;498,494,
494;C;495,499,
495;Q;497,499,498,496,
496;O;499,497,
497;H;498,499,
498;B;499,
499;L;
